0,1,2
Exodus 8:1,היארים,266
Exodus 8:1,ועל,106
Exodus 8:1,האגמים,99
Exodus 8:1,והעל,111
Exodus 8:1,את,401
Exodus 8:1,הצפרדעים,499
Exodus 8:1,על,100
Exodus 8:1,ארץ,291
Exodus 8:1,מצרים,380
Exodus 8:2,ויט,25
Exodus 8:2,אהרן,256
Exodus 8:2,את,401
Exodus 8:2,ידו,20
Exodus 8:2,על,100
Exodus 8:2,מימי,100
Exodus 8:2,מצרים,380
Exodus 8:2,ותעל,506
Exodus 8:2,הצפרדע,449
Exodus 8:2,ותכס,486
Exodus 8:2,את,401
Exodus 8:2,ארץ,291
Exodus 8:2,מצרים,380
Exodus 8:3,ויעשו,392
Exodus 8:3,כן,70
Exodus 8:3,החרטמים,312
Exodus 8:3,בלטיהם,96
Exodus 8:3,ויעלו,122
Exodus 8:3,את,401
Exodus 8:3,הצפרדעים,499
Exodus 8:3,על,100
Exodus 8:3,ארץ,291
Exodus 8:3,מצרים,380
Exodus 8:4,ויקרא,317
Exodus 8:4,פרעה,355
Exodus 8:4,למשה,375
Exodus 8:4,ולאהרן,292
Exodus 8:4,ויאמר,257
Exodus 8:4,העתירו,691
Exodus 8:4,אל,31
Exodus 8:4,יהוה,26
Exodus 8:4,ויסר,276
Exodus 8:4,הצפרדעים,499
Exodus 8:4,ממני,140
Exodus 8:4,ומעמי,166
Exodus 8:4,ואשלחה,350
Exodus 8:4,את,401
Exodus 8:4,העם,115
Exodus 8:4,ויזבחו,39
Exodus 8:4,ליהוה,56
Exodus 8:5,ויאמר,257
Exodus 8:5,משה,345
Exodus 8:5,לפרעה,385
Exodus 8:5,התפאר,686
Exodus 8:5,עלי,110
Exodus 8:5,למתי,480
Exodus 8:5,אעתיר,681
Exodus 8:5,לך,50
Exodus 8:5,ולעבדיך,142
Exodus 8:5,ולעמך,166
Exodus 8:5,להכרית,665
Exodus 8:5,הצפרדעים,499
Exodus 8:5,ממך,100
Exodus 8:5,ומבתיך,478
Exodus 8:5,רק,300
Exodus 8:5,ביאר,213
Exodus 8:5,תשארנה,956
Exodus 8:6,ויאמר,257
Exodus 8:6,למחר,278
Exodus 8:6,ויאמר,257
Exodus 8:6,כדברך,246
Exodus 8:6,למען,190
Exodus 8:6,תדע,474
Exodus 8:6,כי,30
Exodus 8:6,אין,61
Exodus 8:6,כיהוה,46
Exodus 8:6,אלהינו,102
Exodus 8:7,וסרו,272
Exodus 8:7,הצפרדעים,499
Exodus 8:7,ממך,100
Exodus 8:7,ומבתיך,478
Exodus 8:7,ומעבדיך,152
Exodus 8:7,ומעמך,176
Exodus 8:7,רק,300
Exodus 8:7,ביאר,213
Exodus 8:7,תשארנה,956
Exodus 8:8,ויצא,107
Exodus 8:8,משה,345
Exodus 8:8,ואהרן,262
Exodus 8:8,מעם,150
Exodus 8:8,פרעה,355
Exodus 8:8,ויצעק,276
Exodus 8:8,משה,345
Exodus 8:8,אל,31
Exodus 8:8,יהוה,26
Exodus 8:8,על,100
Exodus 8:8,דבר,206
Exodus 8:8,הצפרדעים,499
Exodus 8:8,אשר,501
Exodus 8:8,שם,340
Exodus 8:8,לפרעה,385
Exodus 8:9,ויעש,386
Exodus 8:9,יהוה,26
Exodus 8:9,כדבר,226
Exodus 8:9,משה,345
Exodus 8:9,וימתו,462
Exodus 8:9,הצפרדעים,499
Exodus 8:9,מן,90
Exodus 8:9,הבתים,457
Exodus 8:9,מן,90
Exodus 8:9,החצרת,703
Exodus 8:9,ומן,96
Exodus 8:9,השדת,709
Exodus 8:10,ויצברו,314
Exodus 8:10,אתם,441
Exodus 8:10,חמרם,288
Exodus 8:10,חמרם,288
Exodus 8:10,ותבאש,709
Exodus 8:10,הארץ,296
Exodus 8:11,וירא,217
Exodus 8:11,פרעה,355
Exodus 8:11,כי,30
Exodus 8:11,היתה,420
Exodus 8:11,הרוחה,224
Exodus 8:11,והכבד,37
Exodus 8:11,את,401
Exodus 8:11,לבו,38
Exodus 8:11,ולא,37
Exodus 8:11,שמע,410
Exodus 8:11,אלהם,76
Exodus 8:11,כאשר,521
Exodus 8:11,דבר,206
Exodus 8:11,יהוה,26
Exodus 8:12,ויאמר,257
Exodus 8:12,יהוה,26
Exodus 8:12,אל,31
Exodus 8:12,משה,345
Exodus 8:12,אמר,241
Exodus 8:12,אל,31
Exodus 8:12,אהרן,256
Exodus 8:12,נטה,64
Exodus 8:12,את,401
Exodus 8:12,מטך,69
Exodus 8:12,והך,31
Exodus 8:12,את,401
Exodus 8:12,עפר,350
Exodus 8:12,הארץ,296
Exodus 8:12,והיה,26
Exodus 8:12,לכנם,140
Exodus 8:12,בכל,52
Exodus 8:12,ארץ,291
Exodus 8:12,מצרים,380
Exodus 8:13,ויעשו,392
Exodus 8:13,כן,70
Exodus 8:13,ויט,25
Exodus 8:13,אהרן,256
Exodus 8:13,את,401
Exodus 8:13,ידו,20
Exodus 8:13,במטהו,62
Exodus 8:13,ויך,36
Exodus 8:13,את,401
Exodus 8:13,עפר,350
Exodus 8:13,הארץ,296
Exodus 8:13,ותהי,421
Exodus 8:13,הכנם,115
Exodus 8:13,באדם,47
Exodus 8:13,ובבהמה,60
Exodus 8:13,כל,50
Exodus 8:13,עפר,350
Exodus 8:13,הארץ,296
Exodus 8:13,היה,20
Exodus 8:13,כנים,120
Exodus 8:13,בכל,52
Exodus 8:13,ארץ,291
Exodus 8:13,מצרים,380
Exodus 8:14,ויעשו,392
Exodus 8:14,כן,70
Exodus 8:14,החרטמים,312
Exodus 8:14,בלטיהם,96
Exodus 8:14,להוציא,142
Exodus 8:14,את,401
Exodus 8:14,הכנים,125
Exodus 8:14,ולא,37
Exodus 8:14,יכלו,66
Exodus 8:14,ותהי,421
Exodus 8:14,הכנם,115
Exodus 8:14,באדם,47
Exodus 8:14,ובבהמה,60
Exodus 8:15,ויאמרו,263
Exodus 8:15,החרטמים,312
Exodus 8:15,אל,31
Exodus 8:15,פרעה,355
Exodus 8:15,אצבע,163
Exodus 8:15,אלהים,86
Exodus 8:15,הוא,12
Exodus 8:15,ויחזק,131
Exodus 8:15,לב,32
Exodus 8:15,פרעה,355
Exodus 8:15,ולא,37
Exodus 8:15,שמע,410
Exodus 8:15,אלהם,76
Exodus 8:15,כאשר,521
Exodus 8:15,דבר,206
Exodus 8:15,יהוה,26
Exodus 8:16,ויאמר,257
Exodus 8:16,יהוה,26
Exodus 8:16,אל,31
Exodus 8:16,משה,345
Exodus 8:16,השכם,365
Exodus 8:16,בבקר,304
Exodus 8:16,והתיצב,513
Exodus 8:16,לפני,170
Exodus 8:16,פרעה,355
Exodus 8:16,הנה,60
Exodus 8:16,יוצא,107
Exodus 8:16,המימה,100
Exodus 8:16,ואמרת,647
Exodus 8:16,אליו,47
Exodus 8:16,כה,25
Exodus 8:16,אמר,241
Exodus 8:16,יהוה,26
Exodus 8:16,שלח,338
Exodus 8:16,עמי,120
Exodus 8:16,ויעבדני,152
Exodus 8:17,כי,30
Exodus 8:17,אם,41
Exodus 8:17,אינך,81
Exodus 8:17,משלח,378
Exodus 8:17,את,401
Exodus 8:17,עמי,120
Exodus 8:17,הנני,115
Exodus 8:17,משליח,388
Exodus 8:17,בך,22
Exodus 8:17,ובעבדיך,114
Exodus 8:17,ובעמך,138
Exodus 8:17,ובבתיך,440
Exodus 8:17,את,401
Exodus 8:17,הערב,277
Exodus 8:17,ומלאו,83
Exodus 8:17,בתי,412
Exodus 8:17,מצרים,380
Exodus 8:17,את,401
Exodus 8:17,הערב,277
Exodus 8:17,וגם,49
Exodus 8:17,האדמה,55
Exodus 8:17,אשר,501
Exodus 8:17,הם,45
Exodus 8:17,עליה,115
Exodus 8:18,והפליתי,541
Exodus 8:18,ביום,58
Exodus 8:18,ההוא,17
Exodus 8:18,את,401
Exodus 8:18,ארץ,291
Exodus 8:18,גשן,353
Exodus 8:18,אשר,501
Exodus 8:18,עמי,120
Exodus 8:18,עמד,114
Exodus 8:18,עליה,115
Exodus 8:18,לבלתי,472
Exodus 8:18,היות,421
Exodus 8:18,שם,340
Exodus 8:18,ערב,272
Exodus 8:18,למען,190
Exodus 8:18,תדע,474
Exodus 8:18,כי,30
Exodus 8:18,אני,61
Exodus 8:18,יהוה,26
Exodus 8:18,בקרב,304
Exodus 8:18,הארץ,296
Exodus 8:19,ושמתי,756
Exodus 8:19,פדת,484
Exodus 8:19,בין,62
Exodus 8:19,עמי,120
Exodus 8:19,ובין,68
Exodus 8:19,עמך,130
Exodus 8:19,למחר,278
Exodus 8:19,יהיה,30
Exodus 8:19,האת,406
Exodus 8:19,הזה,17
Exodus 8:20,ויעש,386
Exodus 8:20,יהוה,26
Exodus 8:20,כן,70
Exodus 8:20,ויבא,19
Exodus 8:20,ערב,272
Exodus 8:20,כבד,26
Exodus 8:20,ביתה,417
Exodus 8:20,פרעה,355
Exodus 8:20,ובית,418
Exodus 8:20,עבדיו,92
Exodus 8:20,ובכל,58
Exodus 8:20,ארץ,291
Exodus 8:20,מצרים,380
Exodus 8:20,תשחת,1108
Exodus 8:20,הארץ,296
Exodus 8:20,מפני,180
Exodus 8:20,הערב,277
Exodus 8:21,ויקרא,317
Exodus 8:21,פרעה,355
Exodus 8:21,אל,31
Exodus 8:21,משה,345
Exodus 8:21,ולאהרן,292
Exodus 8:21,ויאמר,257
Exodus 8:21,לכו,56
Exodus 8:21,זבחו,23
Exodus 8:21,לאלהיכם,136
Exodus 8:21,בארץ,293
Exodus 8:22,ויאמר,257
Exodus 8:22,משה,345
Exodus 8:22,לא,31
Exodus 8:22,נכון,126
Exodus 8:22,לעשות,806
Exodus 8:22,כן,70
Exodus 8:22,כי,30
Exodus 8:22,תועבת,878
Exodus 8:22,מצרים,380
Exodus 8:22,נזבח,67
Exodus 8:22,ליהוה,56
Exodus 8:22,אלהינו,102
Exodus 8:22,הן,55
Exodus 8:22,נזבח,67
Exodus 8:22,את,401
Exodus 8:22,תועבת,878
Exodus 8:22,מצרים,380
Exodus 8:22,לעיניהם,215
Exodus 8:22,ולא,37
Exodus 8:22,יסקלנו,256
Exodus 8:23,דרך,224
Exodus 8:23,שלשת,1030
Exodus 8:23,ימים,100
Exodus 8:23,נלך,100
Exodus 8:23,במדבר,248
Exodus 8:23,וזבחנו,79
Exodus 8:23,ליהוה,56
Exodus 8:23,אלהינו,102
Exodus 8:23,כאשר,521
Exodus 8:23,יאמר,251
Exodus 8:23,אלינו,97
Exodus 8:24,ויאמר,257
Exodus 8:24,פרעה,355
Exodus 8:24,אנכי,81
Exodus 8:24,אשלח,339
Exodus 8:24,אתכם,461
Exodus 8:24,וזבחתם,463
Exodus 8:24,ליהוה,56
Exodus 8:24,אלהיכם,106
Exodus 8:24,במדבר,248
Exodus 8:24,רק,300
Exodus 8:24,הרחק,313
Exodus 8:24,לא,31
Exodus 8:24,תרחיקו,724
Exodus 8:24,ללכת,480
Exodus 8:24,העתירו,691
Exodus 8:24,בעדי,86
Exodus 8:25,ויאמר,257
Exodus 8:25,משה,345
Exodus 8:25,הנה,60
Exodus 8:25,אנכי,81
Exodus 8:25,יוצא,107
Exodus 8:25,מעמך,170
Exodus 8:25,והעתרתי,1091
Exodus 8:25,אל,31
Exodus 8:25,יהוה,26
Exodus 8:25,וסר,266
Exodus 8:25,הערב,277
Exodus 8:25,מפרעה,395
Exodus 8:25,מעבדיו,132
Exodus 8:25,ומעמו,162
Exodus 8:25,מחר,248
Exodus 8:25,רק,300
Exodus 8:25,אל,31
Exodus 8:25,יסף,150
Exodus 8:25,פרעה,355
Exodus 8:25,התל,435
Exodus 8:25,לבלתי,472
Exodus 8:25,שלח,338
Exodus 8:25,את,401
Exodus 8:25,העם,115
Exodus 8:25,לזבח,47
Exodus 8:25,ליהוה,56
Exodus 8:26,ויצא,107
Exodus 8:26,משה,345
Exodus 8:26,מעם,150
Exodus 8:26,פרעה,355
Exodus 8:26,ויעתר,686
Exodus 8:26,אל,31
Exodus 8:26,יהוה,26
Exodus 8:27,ויעש,386
Exodus 8:27,יהוה,26
Exodus 8:27,כדבר,226
Exodus 8:27,משה,345
Exodus 8:27,ויסר,276
Exodus 8:27,הערב,277
Exodus 8:27,מפרעה,395
Exodus 8:27,מעבדיו,132
Exodus 8:27,ומעמו,162
Exodus 8:27,לא,31
Exodus 8:27,נשאר,551
Exodus 8:27,אחד,13
Exodus 8:28,ויכבד,42
Exodus 8:28,פרעה,355
Exodus 8:28,את,401
Exodus 8:28,לבו,38
Exodus 8:28,גם,43
Exodus 8:28,בפעם,192
Exodus 8:28,הזאת,413
Exodus 8:28,ולא,37
Exodus 8:28,שלח,338
Exodus 8:28,את,401
Exodus 8:28,העם,115
Exodus 9:1,ויאמר,257
Exodus 9:1,יהוה,26
Exodus 9:1,אל,31
Exodus 9:1,משה,345
Exodus 9:1,בא,3
Exodus 9:1,אל,31
Exodus 9:1,פרעה,355
Exodus 9:1,ודברת,612
Exodus 9:1,אליו,47
Exodus 9:1,כה,25
Exodus 9:1,אמר,241
Exodus 9:1,יהוה,26
Exodus 9:1,אלהי,46
Exodus 9:1,העברים,327
Exodus 9:1,שלח,338
Exodus 9:1,את,401
Exodus 9:1,עמי,120
Exodus 9:1,ויעבדני,152
Exodus 9:2,כי,30
Exodus 9:2,אם,41
Exodus 9:2,מאן,91
Exodus 9:2,אתה,406
Exodus 9:2,לשלח,368
Exodus 9:2,ועודך,106
Exodus 9:2,מחזיק,165
Exodus 9:2,בם,42
Exodus 9:3,הנה,60
Exodus 9:3,יד,14
Exodus 9:3,יהוה,26
Exodus 9:3,הויה,26
Exodus 9:3,במקנך,212
Exodus 9:3,אשר,501
Exodus 9:3,בשדה,311
Exodus 9:3,בסוסים,178
Exodus 9:3,בחמרים,300
Exodus 9:3,בגמלים,125
Exodus 9:3,בבקר,304
Exodus 9:3,ובצאן,149
Exodus 9:3,דבר,206
Exodus 9:3,כבד,26
Exodus 9:3,מאד,45
Exodus 9:4,והפלה,126
Exodus 9:4,יהוה,26
Exodus 9:4,בין,62
Exodus 9:4,מקנה,195
Exodus 9:4,ישראל,541
Exodus 9:4,ובין,68
Exodus 9:4,מקנה,195
Exodus 9:4,מצרים,380
Exodus 9:4,ולא,37
Exodus 9:4,ימות,456
Exodus 9:4,מכל,90
Exodus 9:4,לבני,92
Exodus 9:4,ישראל,541
Exodus 9:4,דבר,206
Exodus 9:5,וישם,356
Exodus 9:5,יהוה,26
Exodus 9:5,מועד,120
Exodus 9:5,לאמר,271
Exodus 9:5,מחר,248
Exodus 9:5,יעשה,385
Exodus 9:5,יהוה,26
Exodus 9:5,הדבר,211
Exodus 9:5,הזה,17
Exodus 9:5,בארץ,293
Exodus 9:6,ויעש,386
Exodus 9:6,יהוה,26
Exodus 9:6,את,401
Exodus 9:6,הדבר,211
Exodus 9:6,הזה,17
Exodus 9:6,ממחרת,688
Exodus 9:6,וימת,456
Exodus 9:6,כל,50
Exodus 9:6,מקנה,195
Exodus 9:6,מצרים,380
Exodus 9:6,וממקנה,241
Exodus 9:6,בני,62
Exodus 9:6,ישראל,541
Exodus 9:6,לא,31
Exodus 9:6,מת,440
Exodus 9:6,אחד,13
Exodus 9:7,וישלח,354
Exodus 9:7,פרעה,355
Exodus 9:7,והנה,66
Exodus 9:7,לא,31
Exodus 9:7,מת,440
Exodus 9:7,ממקנה,235
Exodus 9:7,ישראל,541
Exodus 9:7,עד,74
Exodus 9:7,אחד,13
Exodus 9:7,ויכבד,42
Exodus 9:7,לב,32
Exodus 9:7,פרעה,355
Exodus 9:7,ולא,37
Exodus 9:7,שלח,338
Exodus 9:7,את,401
Exodus 9:7,העם,115
Exodus 9:8,ויאמר,257
Exodus 9:8,יהוה,26
Exodus 9:8,אל,31
Exodus 9:8,משה,345
Exodus 9:8,ואל,37
Exodus 9:8,אהרן,256
Exodus 9:8,קחו,114
Exodus 9:8,לכם,90
Exodus 9:8,מלא,71
Exodus 9:8,חפניכם,208
Exodus 9:8,פיח,98
Exodus 9:8,כבשן,372
Exodus 9:8,וזרקו,319
Exodus 9:8,משה,345
Exodus 9:8,השמימה,400
Exodus 9:8,לעיני,170
Exodus 9:8,פרעה,355
Exodus 9:9,והיה,26
Exodus 9:9,לאבק,133
Exodus 9:9,על,100
Exodus 9:9,כל,50
Exodus 9:9,ארץ,291
Exodus 9:9,מצרים,380
Exodus 9:9,והיה,26
Exodus 9:9,על,100
Exodus 9:9,האדם,50
Exodus 9:9,ועל,106
Exodus 9:9,הבהמה,57
Exodus 9:9,לשחין,398
Exodus 9:9,פרח,288
Exodus 9:9,אבעבעת,545
Exodus 9:9,בכל,52
Exodus 9:9,ארץ,291
Exodus 9:9,מצרים,380
Exodus 9:10,ויקחו,130
Exodus 9:10,את,401
Exodus 9:10,פיח,98
Exodus 9:10,הכבשן,377
Exodus 9:10,ויעמדו,136
Exodus 9:10,לפני,170
Exodus 9:10,פרעה,355
Exodus 9:10,ויזרק,323
Exodus 9:10,אתו,407
Exodus 9:10,משה,345
Exodus 9:10,השמימה,400
Exodus 9:10,ויהי,31
Exodus 9:10,שחין,368
Exodus 9:10,אבעבעת,545
Exodus 9:10,פרח,288
Exodus 9:10,באדם,47
Exodus 9:10,ובבהמה,60
Exodus 9:11,ולא,37
Exodus 9:11,יכלו,66
Exodus 9:11,החרטמים,312
Exodus 9:11,לעמד,144
Exodus 9:11,לפני,170
Exodus 9:11,משה,345
Exodus 9:11,מפני,180
Exodus 9:11,השחין,373
Exodus 9:11,כי,30
Exodus 9:11,היה,20
Exodus 9:11,השחין,373
Exodus 9:11,בחרטמם,299
Exodus 9:11,ובכל,58
Exodus 9:11,מצרים,380
Exodus 9:12,ויחזק,131
Exodus 9:12,יהוה,26
Exodus 9:12,את,401
Exodus 9:12,לב,32
Exodus 9:12,פרעה,355
Exodus 9:12,ולא,37
Exodus 9:12,שמע,410
Exodus 9:12,אלהם,76
Exodus 9:12,כאשר,521
Exodus 9:12,דבר,206
Exodus 9:12,יהוה,26
Exodus 9:12,אל,31
Exodus 9:12,משה,345
Exodus 9:13,ויאמר,257
Exodus 9:13,יהוה,26
Exodus 9:13,אל,31
Exodus 9:13,משה,345
Exodus 9:13,השכם,365
Exodus 9:13,בבקר,304
Exodus 9:13,והתיצב,513
Exodus 9:13,לפני,170
Exodus 9:13,פרעה,355
Exodus 9:13,ואמרת,647
Exodus 9:13,אליו,47
Exodus 9:13,כה,25
Exodus 9:13,אמר,241
Exodus 9:13,יהוה,26
Exodus 9:13,אלהי,46
Exodus 9:13,העברים,327
Exodus 9:13,שלח,338
Exodus 9:13,את,401
Exodus 9:13,עמי,120
Exodus 9:13,ויעבדני,152
Exodus 9:14,כי,30
Exodus 9:14,בפעם,192
Exodus 9:14,הזאת,413
Exodus 9:14,אני,61
Exodus 9:14,שלח,338
Exodus 9:14,את,401
Exodus 9:14,כל,50
Exodus 9:14,מגפתי,533
Exodus 9:14,אל,31
Exodus 9:14,לבך,52
Exodus 9:14,ובעבדיך,114
Exodus 9:14,ובעמך,138
Exodus 9:14,בעבור,280
Exodus 9:14,תדע,474
Exodus 9:14,כי,30
Exodus 9:14,אין,61
Exodus 9:14,כמני,120
Exodus 9:14,בכל,52
Exodus 9:14,הארץ,296
Exodus 9:15,כי,30
Exodus 9:15,עתה,475
Exodus 9:15,שלחתי,748
Exodus 9:15,את,401
Exodus 9:15,ידי,24
Exodus 9:15,ואך,27
Exodus 9:15,אותך,427
Exodus 9:15,ואת,407
Exodus 9:15,עמך,130
Exodus 9:15,בדבר,208
Exodus 9:15,ותכחד,438
Exodus 9:15,מן,90
Exodus 9:15,הארץ,296
Exodus 9:16,ואולם,83
Exodus 9:16,בעבור,280
Exodus 9:16,זאת,408
Exodus 9:16,העמדתיך,549
Exodus 9:16,בעבור,280
Exodus 9:16,הראתך,626
Exodus 9:16,את,401
Exodus 9:16,כחי,38
Exodus 9:16,ולמען,196
Exodus 9:16,ספר,340
Exodus 9:16,שמי,350
Exodus 9:16,בכל,52
Exodus 9:16,הארץ,296
Exodus 9:17,עודך,100
Exodus 9:17,מסתולל,566
Exodus 9:17,בעמי,122
Exodus 9:17,לבלתי,472
Exodus 9:17,שלחם,378
Exodus 9:18,הנני,115
Exodus 9:18,ממטיר,299
Exodus 9:18,כעת,490
Exodus 9:18,מחר,248
Exodus 9:18,ברד,206
Exodus 9:18,כבד,26
Exodus 9:18,מאד,45
Exodus 9:18,אשר,501
Exodus 9:18,לא,31
Exodus 9:18,היה,20
Exodus 9:18,כמהו,71
Exodus 9:18,במצרים,382
Exodus 9:18,למן,120
Exodus 9:18,היום,61
Exodus 9:18,הוסדה,80
Exodus 9:18,ועד,80
Exodus 9:18,עתה,475
Exodus 9:19,ועתה,481
Exodus 9:19,שלח,338
Exodus 9:19,העז,82
Exodus 9:19,את,401
Exodus 9:19,מקנך,210
Exodus 9:19,ואת,407
Exodus 9:19,כל,50
Exodus 9:19,אשר,501
Exodus 9:19,לך,50
Exodus 9:19,בשדה,311
Exodus 9:19,כל,50
Exodus 9:19,האדם,50
Exodus 9:19,והבהמה,63
Exodus 9:19,אשר,501
Exodus 9:19,ימצא,141
Exodus 9:19,בשדה,311
Exodus 9:19,ולא,37
Exodus 9:19,יאסף,151
Exodus 9:19,הביתה,422
Exodus 9:19,וירד,220
Exodus 9:19,עלהם,145
Exodus 9:19,הברד,211
Exodus 9:19,ומתו,452
Exodus 9:20,הירא,216
Exodus 9:20,את,401
Exodus 9:20,דבר,206
Exodus 9:20,יהוה,26
Exodus 9:20,מעבדי,126
Exodus 9:20,פרעה,355
Exodus 9:20,הניס,125
Exodus 9:20,את,401
Exodus 9:20,עבדיו,92
Exodus 9:20,ואת,407
Exodus 9:20,מקנהו,201
Exodus 9:20,אל,31
Exodus 9:20,הבתים,457
Exodus 9:21,ואשר,507
Exodus 9:21,לא,31
Exodus 9:21,שם,340
Exodus 9:21,לבו,38
Exodus 9:21,אל,31
Exodus 9:21,דבר,206
Exodus 9:21,יהוה,26
Exodus 9:21,ויעזב,95
Exodus 9:21,את,401
Exodus 9:21,עבדיו,92
Exodus 9:21,ואת,407
Exodus 9:21,מקנהו,201
Exodus 9:21,בשדה,311
Exodus 9:22,ויאמר,257
Exodus 9:22,יהוה,26
Exodus 9:22,אל,31
Exodus 9:22,משה,345
Exodus 9:22,נטה,64
Exodus 9:22,את,401
Exodus 9:22,ידך,34
Exodus 9:22,על,100
Exodus 9:22,השמים,395
Exodus 9:22,ויהי,31
Exodus 9:22,ברד,206
Exodus 9:22,בכל,52
Exodus 9:22,ארץ,291
Exodus 9:22,מצרים,380
Exodus 9:22,על,100
Exodus 9:22,האדם,50
Exodus 9:22,ועל,106
Exodus 9:22,הבהמה,57
Exodus 9:22,ועל,106
Exodus 9:22,כל,50
Exodus 9:22,עשב,372
Exodus 9:22,השדה,314
Exodus 9:22,בארץ,293
Exodus 9:22,מצרים,380
Exodus 9:23,ויט,25
Exodus 9:23,משה,345
Exodus 9:23,את,401
Exodus 9:23,מטהו,60
Exodus 9:23,על,100
Exodus 9:23,השמים,395
Exodus 9:23,ויהוה,32
Exodus 9:23,נתן,500
Exodus 9:23,קלת,530
Exodus 9:23,וברד,212
Exodus 9:23,ותהלך,461
Exodus 9:23,אש,301
Exodus 9:23,ארצה,296
Exodus 9:23,וימטר,265
Exodus 9:23,יהוה,26
Exodus 9:23,ברד,206
Exodus 9:23,על,100
Exodus 9:23,ארץ,291
Exodus 9:23,מצרים,380
Exodus 9:24,ויהי,31
Exodus 9:24,ברד,206
Exodus 9:24,ואש,307
Exodus 9:24,מתלקחת,978
Exodus 9:24,בתוך,428
Exodus 9:24,הברד,211
Exodus 9:24,כבד,26
Exodus 9:24,מאד,45
Exodus 9:24,אשר,501
Exodus 9:24,לא,31
Exodus 9:24,היה,20
Exodus 9:24,כמהו,71
Exodus 9:24,בכל,52
Exodus 9:24,ארץ,291
Exodus 9:24,מצרים,380
Exodus 9:24,מאז,48
Exodus 9:24,היתה,420
Exodus 9:24,לגוי,49
Exodus 9:25,ויך,36
Exodus 9:25,הברד,211
Exodus 9:25,בכל,52
Exodus 9:25,ארץ,291
Exodus 9:25,מצרים,380
Exodus 9:25,את,401
Exodus 9:25,כל,50
Exodus 9:25,אשר,501
Exodus 9:25,בשדה,311
Exodus 9:25,מאדם,85
Exodus 9:25,ועד,80
Exodus 9:25,בהמה,52
Exodus 9:25,ואת,407
Exodus 9:25,כל,50
Exodus 9:25,עשב,372
Exodus 9:25,השדה,314
Exodus 9:25,הכה,30
Exodus 9:25,הברד,211
Exodus 9:25,ואת,407
Exodus 9:25,כל,50
Exodus 9:25,עץ,160
Exodus 9:25,השדה,314
Exodus 9:25,שבר,502
Exodus 9:26,רק,300
Exodus 9:26,בארץ,293
Exodus 9:26,גשן,353
Exodus 9:26,אשר,501
Exodus 9:26,שם,340
Exodus 9:26,בני,62
Exodus 9:26,ישראל,541
Exodus 9:26,לא,31
Exodus 9:26,היה,20
Exodus 9:26,ברד,206
Exodus 9:27,וישלח,354
Exodus 9:27,פרעה,355
Exodus 9:27,ויקרא,317
Exodus 9:27,למשה,375
Exodus 9:27,ולאהרן,292
Exodus 9:27,ויאמר,257
Exodus 9:27,אלהם,76
Exodus 9:27,חטאתי,428
Exodus 9:27,הפעם,195
Exodus 9:27,יהוה,26
Exodus 9:27,הצדיק,209
Exodus 9:27,ואני,67
Exodus 9:27,ועמי,126
Exodus 9:27,הרשעים,625
Exodus 9:28,העתירו,691
Exodus 9:28,אל,31
Exodus 9:28,יהוה,26
Exodus 9:28,ורב,208
Exodus 9:28,מהית,455
Exodus 9:28,קלת,530
Exodus 9:28,אלהים,86
Exodus 9:28,וברד,212
Exodus 9:28,ואשלחה,350
Exodus 9:28,אתכם,461
Exodus 9:28,ולא,37
Exodus 9:28,תספון,596
Exodus 9:28,לעמד,144
Exodus 9:29,ויאמר,257
Exodus 9:29,אליו,47
Exodus 9:29,משה,345
Exodus 9:29,כצאתי,521
Exodus 9:29,את,401
Exodus 9:29,העיר,285
Exodus 9:29,אפרש,581
Exodus 9:29,את,401
Exodus 9:29,כפי,110
Exodus 9:29,אל,31
Exodus 9:29,יהוה,26
Exodus 9:29,הקלות,541
Exodus 9:29,יחדלון,108
Exodus 9:29,והברד,217
Exodus 9:29,לא,31
Exodus 9:29,יהיה,30
Exodus 9:29,עוד,80
Exodus 9:29,למען,190
Exodus 9:29,תדע,474
Exodus 9:29,כי,30
Exodus 9:29,ליהוה,56
Exodus 9:29,הארץ,296
Exodus 9:30,ואתה,412
Exodus 9:30,ועבדיך,112
Exodus 9:30,ידעתי,494
Exodus 9:30,כי,30
Exodus 9:30,טרם,249
Exodus 9:30,תיראון,667
Exodus 9:30,מפני,180
Exodus 9:30,יהוה,26
Exodus 9:30,אלהים,86
Exodus 9:31,והפשתה,796
Exodus 9:31,והשערה,586
Exodus 9:31,נכתה,475
Exodus 9:31,כי,30
Exodus 9:31,השערה,580
Exodus 9:31,אביב,15
Exodus 9:31,והפשתה,796
Exodus 9:31,גבעל,105
Exodus 9:32,והחטה,33
Exodus 9:32,והכסמת,531
Exodus 9:32,לא,31
Exodus 9:32,נכו,76
Exodus 9:32,כי,30
Exodus 9:32,אפילת,521
Exodus 9:32,הנה,60
Exodus 9:33,ויצא,107
Exodus 9:33,משה,345
Exodus 9:33,מעם,150
Exodus 9:33,פרעה,355
Exodus 9:33,את,401
Exodus 9:33,העיר,285
Exodus 9:33,ויפרש,596
Exodus 9:33,כפיו,116
Exodus 9:33,אל,31
Exodus 9:33,יהוה,26
Exodus 9:33,ויחדלו,64
Exodus 9:33,הקלות,541
Exodus 9:33,והברד,217
Exodus 9:33,ומטר,255
Exodus 9:33,לא,31
Exodus 9:33,נתך,470
Exodus 9:33,ארצה,296
Exodus 9:34,וירא,217
